trade_date,due_date,open_price,min_price,close_price,final_price,-,buy_due_date,buy_price,-,sell_due_date,sell_price,-,all_deals_due_date,all_deals_buy_price,deals_total_value,net_gain,-,total_net_gain,cash,total,-,deal_min_price,period_min_price,diff_deal_period_min_price
2005-11-16,2005-11-01,6025,5980,6039,6039,"","","","","","","","","","","","","","","","","","",""
2005-11-16,2005-12-01,6032,5995,6050,6050,"","","","","","","","","","","","","","","","","","",""
2005-11-16,101,"","","","","","","","","","","",2005-12-01,6222,"","","","","","","","","",""
2005-11-16,2006-09-01,5970,5970,5970,5965,"","","","","","","","","","","","","","","","","","",""
2005-11-16,199,"","","","","","","","","","","","","",12272,"","","",6579,18851,"","","",""
2005-11-16,100,"","","","","",2006-03-01,6050,"","","","","","","","","","",6579,18851,"","","",""
2005-11-16,102,"","","","","","","","","","","",2006-03-01,6050,"","","","","","","","","",""
2006-02-15,2006-02-01,6600,6574,6590,6590,"","","","","","","","","","","","","","","","","","",""
2006-02-15,2006-03-01,6630,6552,6567,6567,"","","","","","","","","","","","","","","","","","",""
2006-02-15,102,"","","","","","","","","","","",2006-06-01,6609,"","","","","","","","","",""
2006-02-15,2006-06-01,6609,6550,6568,6568,"","","","","","","","","","","","","","","","","","",""
2006-02-15,2006-09-01,6450,6420,6425,6416,"","","","","","","","","","","","","","","","","","",""
2006-05-17,2007-03-01,6967,6957,6964,6916,"","","","","","","","","","","","","","","","","","",""
2006-02-15,2006-12-01,6420,6420,6420,6418,"","","","","","","","","","","","","","","","","","",""
2006-02-15,199,"","","","","","","","","","","","","",12659,"","","",6020,18679,"","","",""
2006-02-15,100,"","","","","",2006-06-01,6609,"","","","","","","","","","",6020,18679,"","","",""
2006-02-15,101,"","","","","","","","","","","",2006-03-01,6050,"","","","","","","","","",""
2006-05-17,2006-06-01,7021,7016,7104,7104,"","","","","","","","","","","","","","","","","","",""
2006-02-15,200,"","","","","","","","",2006-03-01,6567,"","","","",517,"",-804,12587,19196,"",6552,"",""
2006-05-17,2006-12-01,6918,6917,6936,6948,"","","","","","","","","","","","","","","","","","",""
2006-05-17,2006-05-01,7036,7035,7111,7111,"","","","","","","","","","","","","","","","","","",""
2006-05-17,2006-09-01,6900,6888,6930,6930,"","","","","","","","","","","","","","","","","","",""
2006-05-17,100,"","","","","",2006-09-01,6900,"","","","","","","","","","",5687,19196,"","","",""
2006-05-17,101,"","","","","","","","","","","",2006-06-01,6609,"","","","","","","","","",""
2006-08-16,2006-12-01,6638,6638,6675,6674,"","","","","","","","","","","","","","","","","","",""
2006-05-17,102,"","","","","","","","","","","",2006-09-01,6900,"","","","","","","","","",""
2006-05-17,199,"","","","","","","","","","","","","",13509,"","","",5687,19196,"","","",""
2006-08-16,200,"","","","","","","","",2006-09-01,6671,"","","","",-229,"",-538,12824,19462,"",6636,"",""
2006-05-17,200,"","","","","","","","",2006-06-01,7104,"","","","",495,"",-309,12791,19691,"",7016,"",""
2006-08-16,2007-03-01,6665,6650,6678,6670,"","","","","","","","","","","","","","","","","","",""
2006-08-16,2006-08-01,6659,6657,6692,6692,"","","","","","","","","","","","","","","","","","",""
2006-08-16,2006-09-01,6650,6636,6671,6671,"","","","","","","","","","","","","","","","","","",""
2006-08-16,101,"","","","","","","","","","","",2006-09-01,6900,"","","","","","","","","",""
2006-08-16,2007-06-01,6660,6660,6660,6665,"","","","","","","","","","","","","","","","","","",""
2006-08-16,199,"","","","","","","","","","","","","",13538,"","","",6153,19691,"","","",""
2006-08-16,100,"","","","","",2006-12-01,6638,"","","","","","","","","","",6153,19691,"","","",""
2006-08-16,102,"","","","","","","","","","","",2006-12-01,6638,"","","","","","","","","",""
2006-11-15,2006-11-01,7250,7216,7247,7247,"","","","","","","","","","","","","","","","","","",""
2006-11-15,2006-12-01,7245,7206,7234,7234,"","","","","","","","","","","","","","","","","","",""
2006-11-15,102,"","","","","","","","","","","",2007-03-01,7211,"","","","","","","","","",""
2006-11-15,2007-03-01,7211,7211,7231,7231,"","","","","","","","","","","","","","","","","","",""
2006-11-15,2007-06-01,7243,7225,7225,7225,"","","","","","","","","","","","","","","","","","",""
2007-02-21,2007-12-01,7718,7718,7752,7756,"","","","","","","","","","","","","","","","","","",""
2006-11-15,2007-09-01,7040,7038,7042,7042,"","","","","","","","","","","","","","","","","","",""
2006-11-15,199,"","","","","","","","","","","","","",13849,"","","",5613,19462,"","","",""
2006-11-15,100,"","","","","",2007-03-01,7211,"","","","","","","","","","",5613,19462,"","","",""
2006-11-15,101,"","","","","","","","","","","",2006-12-01,6638,"","","","","","","","","",""
2007-02-21,2007-03-01,7952,7921,7933,7933,"","","","","","","","","","","","","","","","","","",""
2006-11-15,200,"","","","","","","","",2006-12-01,7234,"","","","",596,"",58,12847,20058,"",7206,"",""
2007-02-21,2007-09-01,7720,7720,7746,7746,"","","","","","","","","","","","","","","","","","",""
2007-02-21,2007-02-01,7901,7899,7899,7899,"","","","","","","","","","","","","","","","","","",""
2007-02-21,2007-06-01,7900,7900,7912,7921,"","","","","","","","","","","","","","","","","","",""
2007-02-21,100,"","","","","",2007-06-01,7900,"","","","","","","","","","",4947,20058,"","","",""
2007-02-21,101,"","","","","","","","","","","",2007-03-01,7211,"","","","","","","","","",""
2007-05-16,2007-09-01,7762,7755,7779,7779,"","","","","","","","","","","","","","","","","","",""
2007-02-21,102,"","","","","","","","","","","",2007-06-01,7900,"","","","","","","","","",""
2007-02-21,199,"","","","","","","","","","","","","",15111,"","","",4947,20058,"","","",""
2007-05-16,200,"","","","","","","","",2007-06-01,7965,"","","","",65,"",845,13083,20845,"",7940,"",""
2007-02-21,200,"","","","","","","","",2007-03-01,7933,"","","","",722,"",780,12880,20780,"",7921,"",""
2007-05-16,2007-12-01,7768,7765,7783,7783,"","","","","","","","","","","","","","","","","","",""
2007-05-16,2007-05-01,7932,7932,7991,7991,"","","","","","","","","","","","","","","","","","",""
2007-05-16,2007-06-01,7947,7940,7965,7965,"","","","","","","","","","","","","","","","","","",""
2007-05-16,101,"","","","","","","","","","","",2007-06-01,7900,"","","","","","","","","",""
2007-05-16,2008-03-01,7840,7840,7840,7801,"","","","","","","","","","","","","","","","","","",""
2007-05-16,199,"","","","","","","","","","","","","",15662,"","","",5118,20780,"","","",""
2007-05-16,100,"","","","","",2007-09-01,7762,"","","","","","","","","","",5118,20780,"","","",""
2007-05-16,102,"","","","","","","","","","","",2007-09-01,7762,"","","","","","","","","",""
2007-08-15,2007-08-01,8710,8551,8570,8570,"","","","","","","","","","","","","","","","","","",""
2007-08-15,2007-09-01,8650,8430,8448,8448,"","","","","","","","","","","","","","","","","","",""
2007-08-15,102,"","","","","","","","","","","",2007-12-01,8733,"","","","","","","","","",""
2007-08-15,2007-12-01,8733,8457,8457,8457,"","","","","","","","","","","","","","","","","","",""
2007-08-15,2008-03-01,8703,8461,8461,8461,"","","","","","","","","","","","","","","","","","",""
2007-11-21,2008-09-01,8488,8225,8230,8230,"","","","","","","","","","","","","","","","","","",""
2007-08-15,2008-06-01,8675,8444,8444,8444,"","","","","","","","","","","","","","","","","","",""
2007-08-15,199,"","","","","","","","","","","","","",16495,"","","",4350,20845,"","","",""
2007-08-15,100,"","","","","",2007-12-01,8733,"","","","","","","","","","",4350,20845,"","","",""
2007-08-15,101,"","","","","","","","","","","",2007-09-01,7762,"","","","","","","","","",""
2007-11-21,2007-12-01,8638,8388,8415,8408,"","","","","","","","","","","","","","","","","","",""
2007-08-15,200,"","","","","","","","",2007-09-01,8448,"","","","",686,"",1531,12798,21531,"",8430,"",""
2007-11-21,2008-06-01,8580,8488,8488,8434,"","","","","","","","","","","","","","","","","","",""
2007-11-21,2007-11-01,8647,8424,8438,8436,"","","","","","","","","","","","","","","","","","",""
2007-11-21,2008-03-01,8688,8407,8411,8411,"","","","","","","","","","","","","","","","","","",""
2007-11-21,100,"","","","","",2008-03-01,8688,"","","","","","","","","","",4110,21531,"","","",""
2007-11-21,101,"","","","","","","","","","","",2007-12-01,8733,"","","","","","","","","",""
2008-02-20,2008-06-01,7905,7794,7794,7794,"","","","","","","","","","","","","","","","","","",""
2007-11-21,102,"","","","","","","","","","","",2008-03-01,8688,"","","","","","","","","",""
2007-11-21,199,"","","","","","","","","","","","","",17421,"","","",4110,21531,"","","",""
2008-02-20,200,"","","","","","","","",2008-03-01,7828,"","","","",-860,"",353,12448,20353,"",7789,"",""
2007-11-21,200,"","","","","","","","",2007-12-01,8415,"","","","",-318,"",1213,12525,21213,"",8388,"",""
2008-02-20,2008-09-01,7734,7580,7590,7590,"","","","","","","","","","","","","","","","","","",""
2008-02-20,2008-02-01,7950,7824,7877,7877,"","","","","","","","","","","","","","","","","","",""
2008-02-20,2008-03-01,7938,7789,7828,7829,"","","","","","","","","","","","","","","","","","",""
2008-02-20,101,"","","","","","","","","","","",2008-03-01,8688,"","","","","","","","","",""
2008-02-20,2008-12-01,7736,7586,7586,7586,"","","","","","","","","","","","","","","","","","",""
2008-02-20,199,"","","","","","","","","","","","","",16593,"","","",4620,21213,"","","",""
2008-02-20,100,"","","","","",2008-06-01,7905,"","","","","","","","","","",4620,21213,"","","",""
2008-02-20,102,"","","","","","","","","","","",2008-06-01,7905,"","","","","","","","","",""
2008-05-21,2008-05-01,9035,8959,8998,8999,"","","","","","","","","","","","","","","","","","",""
2008-05-21,2008-06-01,9029,8955,8990,8990,"","","","","","","","","","","","","","","","","","",""
2008-05-21,102,"","","","","","","","","","","",2008-09-01,8787,"","","","","","","","","",""
2008-05-21,2008-09-01,8787,8733,8756,8756,"","","","","","","","","","","","","","","","","","",""
2008-05-21,2008-12-01,8800,8760,8779,8779,"","","","","","","","","","","","","","","","","","",""
2008-08-20,2009-06-01,6927,6916,6916,6927,"","","","","","","","","","","","","","","","","","",""
2008-05-21,2009-03-01,8763,8763,8763,8763,"","","","","","","","","","","","","","","","","","",""
2008-05-21,199,"","","","","","","","","","","","","",16692,"","","",3661,20353,"","","",""
2008-05-21,100,"","","","","",2008-09-01,8787,"","","","","","","","","","",3661,20353,"","","",""
2008-05-21,101,"","","","","","","","","","","",2008-06-01,7905,"","","","","","","","","",""
2008-08-20,2008-09-01,6891,6825,6979,6979,"","","","","","","","","","","","","","","","","","",""
2008-05-21,200,"","","","","","","","",2008-06-01,8990,"","","","",1085,"",1438,12651,21438,"",8955,"",""
2008-08-20,2009-03-01,6835,6803,6942,6942,"","","","","","","","","","","","","","","","","","",""
2008-08-20,2008-08-01,6904,6873,7041,7037,"","","","","","","","","","","","","","","","","","",""
2008-08-20,2008-12-01,6848,6805,6950,6950,"","","","","","","","","","","","","","","","","","",""
2008-08-20,100,"","","","","",2008-12-01,6848,"","","","","","","","","","",5803,21438,"","","",""
2008-08-20,101,"","","","","","","","","","","",2008-09-01,8787,"","","","","","","","","",""
2008-11-19,2009-03-01,4080,4045,4106,4106,"","","","","","","","","","","","","","","","","","",""
2008-08-20,102,"","","","","","","","","","","",2008-12-01,6848,"","","","","","","","","",""
2008-08-20,199,"","","","","","","","","","","","","",15635,"","","",5803,21438,"","","",""
2008-11-19,200,"","","","","","","","",2008-12-01,4149,"","","","",-2699,"",-3069,12851,16931,"",4070,"",""
2008-08-20,200,"","","","","","","","",2008-09-01,6979,"","","","",-1808,"",-370,12782,19630,"",6825,"",""
2008-11-19,2009-06-01,3970,3970,4068,4068,"","","","","","","","","","","","","","","","","","",""
2008-11-19,2008-11-01,4238,4183,4261,4263,"","","","","","","","","","","","","","","","","","",""
2008-11-19,2008-12-01,4111,4070,4149,4147,"","","","","","","","","","","","","","","","","","",""
2008-11-19,101,"","","","","","","","","","","",2008-12-01,6848,"","","","","","","","","",""
2008-11-19,2009-09-01,3860,3849,3921,3921,"","","","","","","","","","","","","","","","","","",""
2008-11-19,199,"","","","","","","","","","","","","",10928,"","","",8702,19630,"","","",""
2008-11-19,100,"","","","","",2009-03-01,4080,"","","","","","","","","","",8702,19630,"","","",""
2008-11-19,102,"","","","","","","","","","","",2009-03-01,4080,"","","","","","","","","",""
2009-02-18,2009-02-01,4455,4426,4517,0,"","","","","","","","","","","","","","","","","","",""
2009-02-18,2009-03-01,4382,4353,4426,4424,"","","","","","","","","","","","","","","","","","",""
2009-02-18,102,"","","","","","","","","","","",2009-06-01,4301,"","","","","","","","","",""
2009-02-18,2009-06-01,4301,4300,4334,4334,"","","","","","","","","","","","","","","","","","",""
2009-02-18,2009-09-01,4098,4098,4130,4130,"","","","","","","","","","","","","","","","","","",""
2009-05-20,2010-03-01,6328,6251,6325,6325,"","","","","","","","","","","","","","","","","","",""
2009-02-18,2009-12-01,4037,4035,4098,4098,"","","","","","","","","","","","","","","","","","",""
2009-02-18,199,"","","","","","","","","","","","","",8381,"","","",8550,16931,"","","",""
2009-02-18,100,"","","","","",2009-06-01,4301,"","","","","","","","","","",8550,16931,"","","",""
2009-02-18,101,"","","","","","","","","","","",2009-03-01,4080,"","","","","","","","","",""
2009-05-20,2009-06-01,6685,6570,6668,6669,"","","","","","","","","","","","","","","","","","",""
2009-02-18,200,"","","","","","","","",2009-03-01,4426,"","","","",346,"",-2723,12976,17277,"",4353,"",""
2009-05-20,2009-12-01,6375,6288,6377,6375,"","","","","","","","","","","","","","","","","","",""
2009-05-20,2009-05-01,6710,6585,6697,0,"","","","","","","","","","","","","","","","","","",""
2009-05-20,2009-09-01,6442,6351,6449,6449,"","","","","","","","","","","","","","","","","","",""
2009-05-20,100,"","","","","",2009-09-01,6442,"","","","","","","","","","",6534,17277,"","","",""
2009-05-20,101,"","","","","","","","","","","",2009-06-01,4301,"","","","","","","","","",""
2009-08-19,2009-12-01,6734,6649,6649,6649,"","","","","","","","","","","","","","","","","","",""
2009-05-20,102,"","","","","","","","","","","",2009-09-01,6442,"","","","","","","","","",""
2009-05-20,199,"","","","","","","","","","","","","",10743,"","","",6534,17277,"","","",""
2009-08-19,200,"","","","","","","","",2009-09-01,6690,"","","","",248,"",-108,13158,19892,"",6690,"",""
2009-05-20,200,"","","","","","","","",2009-06-01,6668,"","","","",2367,"",-356,13202,19644,"",6570,"",""
2009-08-19,2010-03-01,6686,6591,6591,6591,"","","","","","","","","","","","","","","","","","",""
2009-08-19,2009-08-01,6824,6786,6795,0,"","","","","","","","","","","","","","","","","","",""
2009-08-19,2009-09-01,6770,6690,6690,6692,"","","","","","","","","","","","","","","","","","",""
2009-08-19,101,"","","","","","","","","","","",2009-09-01,6442,"","","","","","","","","",""
2009-08-19,2010-06-01,6648,6547,6547,6547,"","","","","","","","","","","","","","","","","","",""
2009-08-19,199,"","","","","","","","","","","","","",13176,"","","",6468,19644,"","","",""
2009-08-19,100,"","","","","",2009-12-01,6734,"","","","","","","","","","",6468,19644,"","","",""
2009-08-19,102,"","","","","","","","","","","",2009-12-01,6734,"","","","","","","","","",""
2009-11-18,2009-11-01,7788,7750,7787,0,"","","","","","","","","","","","","","","","","","",""
2009-11-18,2009-12-01,7731,7708,7741,7739,"","","","","","","","","","","","","","","","","","",""
2009-11-18,102,"","","","","","","","","","","",2010-03-01,7656,"","","","","","","","","",""
2009-11-18,2010-03-01,7656,7633,7653,7653,"","","","","","","","","","","","","","","","","","",""
2009-11-18,2010-06-01,7596,7559,7583,7583,"","","","","","","","","","","","","","","","","","",""
2010-02-17,2010-12-01,7043,7043,7092,7092,"","","","","","","","","","","","","","","","","","",""
2009-11-18,2010-09-01,7300,7300,7332,7332,"","","","","","","","","","","","","","","","","","",""
2009-11-18,199,"","","","","","","","","","","","","",14390,"","","",5502,19892,"","","",""
2009-11-18,100,"","","","","",2010-03-01,7656,"","","","","","","","","","",5502,19892,"","","",""
2009-11-18,101,"","","","","","","","","","","",2009-12-01,6734,"","","","","","","","","",""
2010-02-17,2010-03-01,7608,7517,7533,7534,"","","","","","","","","","","","","","","","","","",""
2009-11-18,200,"","","","","","","","",2009-12-01,7741,"","","","",1007,"",899,13243,20899,"",7708,"",""
2010-02-17,2010-09-01,7220,7160,7164,7164,"","","","","","","","","","","","","","","","","","",""
2010-02-17,2010-02-01,7708,7553,7558,0,"","","","","","","","","","","","","","","","","","",""
2010-02-17,2010-06-01,7480,7430,7440,7440,"","","","","","","","","","","","","","","","","","",""
2010-02-17,100,"","","","","",2010-06-01,7480,"","","","","","","","","","",5763,20899,"","","",""
2010-02-17,101,"","","","","","","","","","","",2010-03-01,7656,"","","","","","","","","",""
2010-05-19,2010-09-01,7246,7162,7224,7224,"","","","","","","","","","","","","","","","","","",""
2010-02-17,102,"","","","","","","","","","","",2010-06-01,7480,"","","","","","","","","",""
2010-02-17,199,"","","","","","","","","","","","","",15136,"","","",5763,20899,"","","",""
2010-05-19,200,"","","","","","","","",2010-06-01,7484,"","","","",4,"",780,13534,20780,"",7426,"",""
2010-02-17,200,"","","","","","","","",2010-03-01,7533,"","","","",-123,"",776,13296,20776,"",7517,"",""
2010-05-19,2010-12-01,7201,7094,7173,7173,"","","","","","","","","","","","","","","","","","",""
2010-05-19,2010-05-01,7518,7468,7576,0,"","","","","","","","","","","","","","","","","","",""
2010-05-19,2010-06-01,7496,7426,7484,7483,"","","","","","","","","","","","","","","","","","",""
2010-05-19,101,"","","","","","","","","","","",2010-06-01,7480,"","","","","","","","","",""
2010-05-19,2011-03-01,7075,7035,7108,7108,"","","","","","","","","","","","","","","","","","",""
2010-05-19,199,"","","","","","","","","","","","","",14726,"","","",6050,20776,"","","",""
2010-05-19,100,"","","","","",2010-09-01,7246,"","","","","","","","","","",6050,20776,"","","",""
2010-05-19,102,"","","","","","","","","","","",2010-09-01,7246,"","","","","","","","","",""
2010-08-18,2010-08-01,7969,7900,7919,0,"","","","","","","","","","","","","","","","","","",""
2010-08-18,2010-09-01,7937,7844,7878,7877,"","","","","","","","","","","","","","","","","","",""
2010-08-18,102,"","","","","","","","","","","",2010-12-01,7869,"","","","","","","","","",""
2010-08-18,2010-12-01,7869,7788,7821,7821,"","","","","","","","","","","","","","","","","","",""
2010-08-18,2011-03-01,7810,7719,7753,7753,"","","","","","","","","","","","","","","","","","",""
2010-11-17,2011-09-01,7762,7735,7787,7787,"","","","","","","","","","","","","","","","","","",""
2010-08-18,2011-06-01,7760,7653,7684,7684,"","","","","","","","","","","","","","","","","","",""
2010-08-18,199,"","","","","","","","","","","","","",15115,"","","",5665,20780,"","","",""
2010-08-18,100,"","","","","",2010-12-01,7869,"","","","","","","","","","",5665,20780,"","","",""
2010-08-18,101,"","","","","","","","","","","",2010-09-01,7246,"","","","","","","","","",""
2010-11-17,2010-12-01,8237,8210,8269,8268,"","","","","","","","","","","","","","","","","","",""
2010-08-18,200,"","","","","","","","",2010-09-01,7878,"","","","",632,"",1412,13543,21412,"",7844,"",""
2010-11-17,2011-06-01,8100,8069,8136,8136,"","","","","","","","","","","","","","","","","","",""
2010-11-17,2010-11-01,8246,8227,8246,0,"","","","","","","","","","","","","","","","","","",""
2010-11-17,2011-03-01,8171,8145,8208,8208,"","","","","","","","","","","","","","","","","","",""
2010-11-17,100,"","","","","",2011-03-01,8171,"","","","","","","","","","",5372,21412,"","","",""
2010-11-17,101,"","","","","","","","","","","",2010-12-01,7869,"","","","","","","","","",""
2011-02-16,2011-06-01,8586,8545,8545,8545,"","","","","","","","","","","","","","","","","","",""
2010-11-17,102,"","","","","","","","","","","",2011-03-01,8171,"","","","","","","","","",""
2010-11-17,199,"","","","","","","","","","","","","",16040,"","","",5372,21412,"","","",""
2011-02-16,200,"","","","","","","","",2011-03-01,8624,"","","","",453,"",2265,13679,22265,"",8621,"",""
2010-11-17,200,"","","","","","","","",2010-12-01,8269,"","","","",400,"",1812,13641,21812,"",8210,"",""
2011-02-16,2011-09-01,8251,8202,8202,8202,"","","","","","","","","","","","","","","","","","",""
2011-02-16,2011-02-01,8718,8695,8719,0,"","","","","","","","","","","","","","","","","","",""
2011-02-16,2011-03-01,8687,8621,8624,8623,"","","","","","","","","","","","","","","","","","",""
2011-02-16,101,"","","","","","","","","","","",2011-03-01,8171,"","","","","","","","","",""
2011-02-16,2011-12-01,8215,8148,8148,8148,"","","","","","","","","","","","","","","","","","",""
2011-02-16,199,"","","","","","","","","","","","","",16757,"","","",5055,21812,"","","",""
2011-02-16,100,"","","","","",2011-06-01,8586,"","","","","","","","","","",5055,21812,"","","",""
2011-02-16,102,"","","","","","","","","","","",2011-06-01,8586,"","","","","","","","","",""
2011-05-18,2011-05-01,8915,8896,8933,0,"","","","","","","","","","","","","","","","","","",""
2011-05-18,2011-06-01,8915,8887,8963,8960,"","","","","","","","","","","","","","","","","","",""
2011-05-18,102,"","","","","","","","","","","",2011-09-01,8543,"","","","","","","","","",""
2011-05-18,2011-09-01,8543,8530,8600,8600,"","","","","","","","","","","","","","","","","","",""
2011-05-18,2011-12-01,8468,8463,8530,8530,"","","","","","","","","","","","","","","","","","",""
2011-08-17,2012-06-01,7513,7473,7477,7477,"","","","","","","","","","","","","","","","","","",""
2011-05-18,2012-03-01,8420,8397,8460,8460,"","","","","","","","","","","","","","","","","","",""
2011-05-18,199,"","","","","","","","","","","","","",17129,"","","",5136,22265,"","","",""
2011-05-18,100,"","","","","",2011-09-01,8543,"","","","","","","","","","",5136,22265,"","","",""
2011-05-18,101,"","","","","","","","","","","",2011-06-01,8586,"","","","","","","","","",""
2011-08-17,2011-09-01,7690,7631,7643,7645,"","","","","","","","","","","","","","","","","","",""
2011-05-18,200,"","","","","","","","",2011-06-01,8963,"","","","",377,"",2642,14099,22642,"",8887,"",""
2011-08-17,2012-03-01,7566,7520,7533,7532,"","","","","","","","","","","","","","","","","","",""
2011-08-17,2011-08-01,7758,7718,7753,0,"","","","","","","","","","","","","","","","","","",""
2011-08-17,2011-12-01,7621,7573,7587,7585,"","","","","","","","","","","","","","","","","","",""
2011-08-17,100,"","","","","",2011-12-01,7621,"","","","","","","","","","",6478,22642,"","","",""
2011-08-17,101,"","","","","","","","","","","",2011-09-01,8543,"","","","","","","","","",""
2011-11-16,2012-03-01,7491,7321,7321,7321,"","","","","","","","","","","","","","","","","","",""
2011-08-17,102,"","","","","","","","","","","",2011-12-01,7621,"","","","","","","","","",""
2011-08-17,199,"","","","","","","","","","","","","",16164,"","","",6478,22642,"","","",""
2011-11-16,200,"","","","","","","","",2011-12-01,7350,"","","","",-271,"",1471,13980,21471,"",7350,"",""
2011-08-17,200,"","","","","","","","",2011-09-01,7643,"","","","",-900,"",1742,14121,21742,"",7631,"",""
2011-11-16,2012-06-01,7436,7280,7280,7280,"","","","","","","","","","","","","","","","","","",""
2011-11-16,2011-11-01,7534,7384,7397,0,"","","","","","","","","","","","","","","","","","",""
2011-11-16,2011-12-01,7517,7350,7350,7352,"","","","","","","","","","","","","","","","","","",""
2011-11-16,101,"","","","","","","","","","","",2011-12-01,7621,"","","","","","","","","",""
2011-11-16,2012-09-01,7110,6951,6954,6952,"","","","","","","","","","","","","","","","","","",""
2011-11-16,199,"","","","","","","","","","","","","",15112,"","","",6630,21742,"","","",""
2011-11-16,100,"","","","","",2012-03-01,7491,"","","","","","","","","","",6630,21742,"","","",""
2011-11-16,102,"","","","","","","","","","","",2012-03-01,7491,"","","","","","","","","",""
2012-02-15,2012-02-01,7924,7890,8006,0,"","","","","","","","","","","","","","","","","","",""
2012-02-15,2012-03-01,7916,7887,8016,8012,"","","","","","","","","","","","","","","","","","",""
2012-02-15,102,"","","","","","","","","","","",2012-06-01,7875,"","","","","","","","","",""
2012-02-15,2012-06-01,7875,7860,7990,7990,"","","","","","","","","","","","","","","","","","",""
2012-02-15,2012-09-01,7562,7561,7689,7689,"","","","","","","","","","","","","","","","","","",""
2012-05-16,2013-03-01,7040,6960,6960,6960,"","","","","","","","","","","","","","","","","","",""
2012-02-15,2012-12-01,7538,7533,7645,7647,"","","","","","","","","","","","","","","","","","",""
2012-02-15,199,"","","","","","","","","","","","","",15366,"","","",6105,21471,"","","",""
2012-02-15,100,"","","","","",2012-06-01,7875,"","","","","","","","","","",6105,21471,"","","",""
2012-02-15,101,"","","","","","","","","","","",2012-03-01,7491,"","","","","","","","","",""
2012-05-16,2012-06-01,7350,7231,7244,7246,"","","","","","","","","","","","","","","","","","",""
2012-02-15,200,"","","","","","","","",2012-03-01,8016,"","","","",525,"",1996,14121,21996,"",7887,"",""
2012-05-16,2012-12-01,7080,6975,6976,6977,"","","","","","","","","","","","","","","","","","",""
2012-05-16,2012-05-01,7356,7250,7255,0,"","","","","","","","","","","","","","","","","","",""
2012-05-16,2012-09-01,7100,6991,7005,7001,"","","","","","","","","","","","","","","","","","",""
2012-05-16,100,"","","","","",2012-09-01,7100,"","","","","","","","","","",7021,21996,"","","",""
2012-05-16,101,"","","","","","","","","","","",2012-06-01,7875,"","","","","","","","","",""
2012-08-15,2012-12-01,7407,7392,7395,7395,"","","","","","","","","","","","","","","","","","",""
2012-05-16,102,"","","","","","","","","","","",2012-09-01,7100,"","","","","","","","","",""
2012-05-16,199,"","","","","","","","","","","","","",14975,"","","",7021,21996,"","","",""
2012-08-15,200,"","","","","","","","",2012-09-01,7430,"","","","",330,"",1695,14288,21695,"",7428,"",""
2012-05-16,200,"","","","","","","","",2012-06-01,7244,"","","","",-631,"",1365,14265,21365,"",7231,"",""
2012-08-15,2013-03-01,7402,7360,7360,7360,"","","","","","","","","","","","","","","","","","",""
2012-08-15,2012-08-01,7489,7433,7468,0,"","","","","","","","","","","","","","","","","","",""
2012-08-15,2012-09-01,7479,7428,7430,7430,"","","","","","","","","","","","","","","","","","",""
2012-08-15,101,"","","","","","","","","","","",2012-09-01,7100,"","","","","","","","","",""
2012-08-15,2013-06-01,7350,7320,7321,7321,"","","","","","","","","","","","","","","","","","",""
2012-08-15,199,"","","","","","","","","","","","","",14507,"","","",6858,21365,"","","",""
2012-08-15,100,"","","","","",2012-12-01,7407,"","","","","","","","","","",6858,21365,"","","",""
2012-08-15,102,"","","","","","","","","","","",2012-12-01,7407,"","","","","","","","","",""
2012-11-21,2012-11-01,7176,7051,7084,0,"","","","","","","","","","","","","","","","","","",""
2012-11-21,2012-12-01,7146,7020,7046,7048,"","","","","","","","","","","","","","","","","","",""
2012-11-21,102,"","","","","","","","","","","",2013-03-01,7098,"","","","","","","","","",""
2012-11-21,2013-03-01,7098,6987,6999,7003,"","","","","","","","","","","","","","","","","","",""
2012-11-21,2013-06-01,7049,6950,6971,6971,"","","","","","","","","","","","","","","","","","",""
2013-02-20,2013-12-01,7691,7682,7710,7710,"","","","","","","","","","","","","","","","","","",""
2012-11-21,2013-09-01,6822,6723,6740,6740,"","","","","","","","","","","","","","","","","","",""
2012-11-21,199,"","","","","","","","","","","","","",14505,"","","",7190,21695,"","","",""
2012-11-21,100,"","","","","",2013-03-01,7098,"","","","","","","","","","",7190,21695,"","","",""
2012-11-21,101,"","","","","","","","","","","",2012-12-01,7407,"","","","","","","","","",""
2013-02-20,2013-03-01,7991,7976,8010,8010,"","","","","","","","","","","","","","","","","","",""
2012-11-21,200,"","","","","","","","",2012-12-01,7046,"","","","",-361,"",1334,14236,21334,"",7020,"",""
2013-02-20,2013-09-01,7704,7704,7740,7740,"","","","","","","","","","","","","","","","","","",""
2013-02-20,2013-02-01,8008,7983,8023,0,"","","","","","","","","","","","","","","","","","",""
2013-02-20,2013-06-01,7959,7957,7971,7971,"","","","","","","","","","","","","","","","","","",""
2013-02-20,100,"","","","","",2013-06-01,7959,"","","","","","","","","","",6277,21334,"","","",""
2013-02-20,101,"","","","","","","","","","","",2013-03-01,7098,"","","","","","","","","",""
2013-05-15,2013-09-01,8062,8028,8072,8070,"","","","","","","","","","","","","","","","","","",""
2013-02-20,102,"","","","","","","","","","","",2013-06-01,7959,"","","","","","","","","",""
2013-02-20,199,"","","","","","","","","","","","","",15057,"","","",6277,21334,"","","",""
2013-05-15,200,"","","","","","","","",2013-06-01,8308,"","","","",349,"",2595,14533,22595,"",8263,"",""
